shuffle_id,brazil,canada,china,ethiopia,france,germany,guatemala,iceland,india,indonesia,kazakhstan,mexico,mongolia,morocco,netherlands,new_zealand,oman,pakistan,panama,peru,philippines,rwanda,saudi_arabia,serbia,singapore,south_korea,switzerland,thailand,uae,uk,usa,vietnam
89,1610.1620536911103,1476.5189523841977,1557.0890402365144,1494.0416306545455,1505.0298779594507,1473.344044304188,1514.615800818469,1504.9415923923934,1541.432623593838,1491.3292919216185,1433.348106369365,1522.9462506634752,1395.6010793382018,1481.8502023691296,1585.8782545724864,1487.4976534093037,1431.5372394519775,1570.2970985056113,1534.128237360022,1585.075300981291,1500.0067223635033,1427.4698604865782,1471.2996021011622,1505.5388548250748,1472.8087331063266,1492.4396885852034,1454.0746465873538,1589.2037122017662,1452.0702460610166,1534.4220609224499,1453.0503868072283,1450.9511549751473
90,1607.2884822940384,1473.844955531106,1565.3570813922295,1496.8730918359752,1496.0198253391545,1472.5425414752422,1517.0159041537352,1501.8196259978572,1532.1551076789103,1472.0218684645024,1442.0017748190428,1511.6689366584053,1386.6616413318793,1478.3193950776113,1589.263241957754,1500.230202292448,1450.6144842367833,1570.8957593917282,1539.2748400440469,1585.082622518106,1493.5722898672311,1423.9022770907213,1476.8693590497733,1507.839735926961,1465.2492427800587,1496.4800464348943,1463.0313253155962,1576.5781462729205,1452.0596719219516,1560.1984134786996,1443.9259691983843,1451.3421401722514
91,1606.5583834984388,1494.450936472957,1559.7919731274387,1481.0689893572019,1508.3278222685155,1473.637361160089,1518.9202154346908,1512.4317504765215,1525.6465770144998,1481.3261326995148,1437.6278474474361,1511.8843020384436,1400.7169729032796,1483.493406464807,1587.6344963447905,1492.5620864446264,1449.0198447635614,1570.756776697974,1536.8895922042911,1596.8704047914323,1495.03101546587,1411.8651061202415,1473.4408610590133,1518.9717619116834,1446.2716504309474,1507.4215310473905,1457.6394332484242,1578.809030643305,1445.2873254269743,1536.5778559699386,1444.2847802688943,1454.783776796807
92,1617.2163871457306,1482.9204708121047,1555.184744500714,1496.2691774120794,1495.2988017973846,1458.5430934758626,1509.0144973747406,1509.090443985525,1529.6072285493722,1482.5403673645478,1434.3454678281933,1515.8415426159543,1400.8462620595953,1479.7004626078183,1577.604786255908,1505.9229436844487,1440.8552356576993,1575.6865883409155,1527.8784051021482,1577.8437890145337,1490.1358623762223,1434.8984766395274,1472.2160414868524,1513.5984811949252,1474.4349706977919,1507.0028729938215,1459.7142184190006,1576.4356781215693,1449.4745464028122,1550.258498755617,1448.579089344921,1451.040567981663
93,1607.6807825289477,1480.060484432412,1564.0115820502394,1493.0264308550948,1508.638682719106,1480.4980066722464,1524.4330621555102,1512.4888865880853,1531.392825132457,1485.8773050653845,1442.4076680352068,1512.7534259740091,1389.2136356378353,1476.4204155623192,1575.3998387380923,1506.8910816391856,1445.453923818529,1574.864715810074,1551.6263441845783,1575.4616605512126,1478.1499116903954,1420.189982261709,1476.5574148882915,1511.9594577751873,1474.513424455873,1487.529857568267,1451.666045822826,1572.6972951385667,1451.7265900564037,1540.319307770127,1443.9303252284055,1452.1596291934222
94,1598.2014521326641,1477.9110136146176,1564.0883942884577,1490.6635981097675,1501.6431864226886,1465.9900506965844,1516.6320771319758,1515.3481096412593,1527.3468620717629,1501.982813915079,1436.4024957682664,1519.295039976287,1392.0518650541535,1474.8760526421256,1586.9779326825048,1507.193854294501,1444.143060361943,1572.6893567807167,1541.653473235605,1577.8152670363693,1498.7152758219775,1430.8431560632941,1482.92243338653,1515.5335152591476,1456.8724758184683,1496.4338072848407,1463.5842972397797,1577.9719314195515,1453.9411429670556,1533.9579346760202,1430.8353634281352,1445.4827107778706
95,1595.6373836360285,1484.1964144714352,1573.712785790957,1502.231469157305,1504.2773747125957,1469.0333800285105,1518.1984831149346,1513.5250149516223,1536.3450432648124,1492.0405874124942,1427.276997546669,1531.3274691928043,1395.207742457178,1480.63131909454,1586.5847768539188,1501.4544404490987,1440.5758895499387,1577.0807905822087,1545.6071826761372,1581.803679823722,1490.1669401807435,1420.1160111210104,1472.8165683590466,1516.0420814229517,1463.2269684725018,1493.2610241976117,1442.2203536901598,1579.4640854285476,1443.2351828990452,1540.7033343954054,1445.651381638246,1436.3478434278197
96,1607.9919859681004,1475.8664092612444,1556.7574761130318,1512.4349854487689,1499.4793433518882,1462.5911963622555,1510.9962098882406,1499.1994840880516,1524.575372785617,1488.5386517343313,1440.4306650417836,1518.793113117958,1384.6050764027898,1490.391142709532,1585.1837041724348,1500.7778225555942,1440.8395515936838,1557.383551604088,1538.5454236506184,1583.5083919139859,1489.0944721063554,1430.2224687039534,1469.9244693305536,1517.7391634345581,1469.9223437250464,1504.5620456225781,1458.5526711468895,1586.0650745878536,1452.4155659432886,1546.9962722355185,1446.3510099845957,1449.2648854148115
97,1597.9753759532607,1481.7518075809069,1572.816007570066,1489.7305642937843,1505.0091715378899,1481.2734704676623,1512.2743507351715,1508.645672466358,1528.8267847247305,1477.0728774973063,1430.2636846792182,1515.6709050824427,1399.6288384738943,1491.123958486038,1579.861564955225,1495.4304869279722,1447.955167410072,1580.093303935131,1538.0666666942934,1583.559457865774,1485.0955157813921,1431.629176412565,1482.1903268672536,1511.8847100937373,1468.676887688215,1483.165922461096,1453.5730888563085,1588.697005217396,1440.7281809727722,1547.4122413908149,1436.8663536988513,1453.0504732224013
98,1606.6853080326043,1497.8687010464066,1560.156348452289,1493.9866977521356,1505.758047686781,1464.515813276051,1499.6140112696767,1514.2035797649442,1551.0721871051173,1474.2341397727962,1446.866522197846,1517.8983283361729,1396.290436884858,1483.610422576202,1577.7997942942695,1505.0925753330066,1441.2754904597182,1579.4380100586461,1521.7582042660877,1591.9382801973736,1479.1519615613595,1424.3708095985298,1485.3465244117035,1511.5309419232383,1472.7561201725998,1506.9503198920625,1450.8205764340712,1575.5394678465427,1454.2308470020116,1525.8767000653581,1431.6804237608596,1451.6824085686806
99,1611.3213967777247,1474.5868835104366,1558.5269528421454,1499.4988391996624,1504.1533343240837,1471.4689296123652,1503.8743251829221,1516.354688433851,1523.6182990065136,1489.0052247540218,1438.9848287921366,1502.0518427737347,1392.288232751166,1487.8600318234987,1574.0198414149797,1495.5344150474768,1443.7187084857915,1579.7197377243613,1545.906643339586,1575.7126254043144,1488.576417356631,1428.0458103907542,1474.1208319467721,1513.2856204516993,1465.6695311506965,1512.2154300556,1472.9961896971047,1582.8187279850622,1451.752307260653,1540.6827060443989,1436.983786308816,1444.6468601510398
100,1607.4151722951415,1473.7961195463315,1570.9062186022147,1493.1167075259928,1497.112532701852,1480.343476208795,1516.094844126348,1513.4676406367178,1528.2339451205596,1487.6127684928088,1429.3575711847327,1527.1852051554924,1393.912684924949,1479.5628319970615,1591.1877475947065,1494.27410139274,1447.2310868396912,1574.459487357403,1524.7167644196077,1590.8810761742513,1484.5829259123218,1432.2454334648553,1483.789105809331,1511.0818879939468,1452.5953118081761,1496.5006714254162,1461.846976208035,1572.5987366246577,1450.073126103066,1547.5324386707964,1434.0808129708237,1452.2045907111772
101,1603.6993894313812,1485.6715508797379,1554.0038090383225,1494.1103816227214,1506.0529674888523,1466.027741074695,1511.400977769021,1496.4361158882218,1536.1611410003482,1481.907157672958,1431.3794988030888,1517.1751014392883,1394.3081823667223,1474.8079307132325,1594.9764038903306,1502.466701479355,1455.6654070783904,1583.324874347753,1538.093611148112,1574.2358297583346,1486.0357351894882,1427.1092187892846,1474.8252370836215,1514.2784006638713,1455.9535180084722,1510.1179146233783,1468.0308324207042,1574.6137564196972,1458.1896108544547,1538.3312495346222,1438.5460515295122,1452.0637019920268
102,1599.5418279633932,1486.9998401663752,1556.8013765548224,1502.1784878441663,1487.0232333704064,1454.1400637656009,1506.0902911399432,1508.798659928161,1526.10730442435,1487.7168360490355,1437.006766147287,1524.3133932556998,1382.980125451983,1481.22291367019,1582.6635826857514,1499.9116264269887,1446.7669413331064,1574.02146539297,1540.3019100462586,1585.375378883958,1490.4824550378428,1430.4796944794066,1471.4194130777994,1512.4186969679747,1461.141394872829,1501.648357211513,1459.4485277554575,1579.7630013334751,1463.6989738589998,1551.09125754069,1454.933833289335,1453.5123700742292
103,1603.0129798042617,1469.8163803526318,1562.1606681858646,1501.4253744165094,1502.5736058304813,1468.076805301876,1531.7802767336095,1510.6178049672312,1528.189516947174,1483.6379760391942,1426.4013723698054,1520.1818918380288,1409.4712791751006,1483.4456420977772,1581.6828664413215,1502.986038848742,1434.0472288832484,1584.3164098436273,1530.4858865706021,1573.510320018786,1489.2743976159488,1428.362692900838,1475.1829756416328,1518.866701428465,1457.9719930465888,1501.6936969875437,1452.2782317193135,1579.724231626438,1453.4605840405318,1542.1344036669825,1440.2080598319353,1453.021706827909
104,1604.4707215176734,1480.2332922843434,1563.0387606475995,1498.0307985641002,1503.7389086303076,1475.3496713375473,1519.7620219533069,1505.4571408557151,1527.1383594207987,1480.7345191087538,1440.6419163680082,1514.6958243791296,1406.1548386261047,1480.7956289605054,1574.4353337304676,1495.2661467163996,1452.3739081521726,1582.3595945738768,1520.0309494446303,1564.5460288357137,1478.5531790569078,1417.6662558096707,1477.413217746311,1509.6419953995708,1470.8143103174123,1500.9451250127793,1466.73870050484,1584.6474526991133,1455.9914516804192,1541.148728195633,1446.7005317088106,1460.4846877613782
105,1597.3288315266648,1470.5519356915559,1559.1571643555153,1504.7195517339587,1500.2955200964182,1482.2836068027614,1516.6010201576903,1499.3071204127361,1535.168630593923,1477.5232806881436,1440.287508774783,1520.496902387637,1389.1808598005,1480.936570833463,1588.8108536972663,1497.3005903544706,1436.6258887771196,1570.28447116879,1533.4970400030986,1585.805256261352,1498.6982102724442,1426.9120918030912,1487.455136819669,1505.33701180937,1458.6571898650889,1500.7835616558207,1460.1768248728902,1575.3786274490565,1454.4993610337629,1540.205354792582,1454.04465874042,1451.689366767957
106,1605.2502525710686,1473.6716661127266,1559.8277480158256,1498.5875526659113,1507.580614205711,1472.0006549342402,1513.9873777506587,1497.3382279802652,1528.1133038201144,1492.7225779523728,1435.399305942083,1517.2464639227198,1402.310038167604,1491.7067751867662,1582.277977672521,1502.6463711458111,1448.7310836984311,1578.84074730039,1550.1070630721542,1594.4668905714548,1488.8094614697297,1432.6268837801279,1472.9964636598743,1503.4051656262511,1465.518455891104,1489.2160398372387,1449.9652502875679,1582.8152986263804,1451.2425930101788,1537.6948045064496,1429.6972577392924,1443.1996328769756
107,1604.6501023691217,1500.549466186406,1566.794351114109,1490.8911174647067,1504.9887478916573,1475.9282923070602,1512.3017095589605,1520.3666898032784,1528.866734008708,1480.528890995624,1429.5676003199646,1526.0249003137678,1397.7315486369102,1478.9338684721017,1579.6684240061475,1508.839874451882,1431.016590936719,1561.6978907607524,1528.502951463135,1588.7723624713062,1492.1844970660925,1422.0045326944676,1466.710902164129,1519.0741147456595,1468.7679274028796,1504.6421766736967,1446.0991961521172,1576.5161052493338,1446.670789387557,1540.0568273521026,1454.788404900346,1445.8624126792997
108,1595.2092783646851,1482.2107234660593,1555.7362325247195,1499.3058450805108,1503.7651687726363,1475.6414752708495,1512.653952353513,1513.0767222087934,1530.6109150556267,1483.9232921560988,1434.0845297582016,1504.421997744466,1399.1840053748397,1482.4776029340749,1583.161630567377,1504.8117057124875,1459.985582191401,1574.910169055073,1533.3118015393213,1595.8568473063974,1491.3651302968276,1418.9194697536661,1482.6797080396332,1519.2058147023408,1449.1617200574744,1495.7335432873153,1450.5063875838468,1586.259907987493,1448.241008980391,1539.6790214912744,1450.3392375983926,1443.5695727842126
109,1611.7556574692846,1481.8489823180832,1561.3684443802636,1497.7688259061142,1513.4645942474838,1471.4549106489503,1510.440279597144,1498.127570630036,1534.801058525392,1488.1582362042604,1448.2872278702778,1520.450032373411,1402.9825389592147,1470.76208971063,1585.714801728804,1505.3956475588225,1439.688099055048,1588.6938831988523,1530.4707271343257,1580.2265953102594,1489.9201714460155,1418.7046385845813,1484.293463622874,1518.916568900442,1456.8916909642287,1487.334900403075,1454.1023932448093,1570.4653822678638,1450.761776646601,1536.3713543799051,1443.3010902750545,1447.0763664378926
110,1612.9481610408563,1472.9817206726814,1557.2569850780226,1498.382335367449,1504.269842993307,1462.5617220151587,1525.3835611095567,1508.7694093519951,1541.666316713793,1486.9470907332402,1432.4896938720035,1521.971880674553,1385.2927530608365,1476.5109539700588,1571.595553877656,1505.866497967867,1458.9384816811405,1575.6434573739887,1532.0842927844287,1584.6211268866425,1476.5962185696158,1410.032808524358,1476.4207099248188,1517.5333782381563,1469.0481065560566,1497.050437805092,1465.9559615189708,1583.6953611028703,1456.9947443981055,1540.2551395361222,1447.152128737683,1443.0831678629152
111,1620.9346447526293,1474.1881019221803,1555.2198203652852,1485.9874258307927,1506.6639631181192,1479.647286009985,1510.6494980412551,1500.4791996793192,1535.2774048143142,1486.1178986038044,1433.2936215394143,1520.8347205622233,1396.4498431162929,1496.03024786287,1582.2874765167753,1494.2624144370247,1439.3930728483695,1581.1572141399586,1539.837692192027,1578.9990180115085,1487.3622341534942,1430.6114113864685,1465.1678416026677,1521.3041102146528,1455.672562745031,1502.4217773006444,1452.5512878613388,1591.2251922676107,1448.9198788461022,1539.8387656394004,1442.2746905040524,1444.9396831143881
112,1608.477621581929,1488.1221397508382,1559.4523441856877,1490.3946948339533,1499.5983781720465,1463.932584500568,1522.8032110165823,1512.2027800544558,1537.7539919405447,1484.965899394384,1437.4018247133897,1513.2196170246712,1403.7309962195611,1478.0552048032314,1590.380652653745,1484.0203616222345,1432.3001863646684,1581.7505859510636,1531.0409828477439,1581.2011940591624,1492.6837952183753,1434.6175703772658,1478.4978390956044,1508.830914687315,1458.4721729470518,1496.335086946558,1460.6124589182214,1582.3604387974522,1444.5546309925005,1538.9725655599411,1459.1265950761285,1444.1306796931249
113,1599.4265585559415,1484.104696217904,1557.6515166875743,1498.6528959151287,1508.630618790925,1475.6162944433754,1506.0085437359728,1517.076566723004,1531.8798810573674,1485.5458268451348,1435.3550648385099,1525.6075384666824,1405.7730395038486,1481.5701603869786,1577.5084552271435,1499.3232265035967,1439.037690876414,1569.9758277754436,1536.0617673322695,1586.6235991282765,1498.26988381584,1438.322183178624,1480.563413606023,1501.329672121123,1461.796578268429,1496.6606321906252,1455.306212649702,1571.6526343581893,1440.8295274871248,1544.4667444947427,1432.476604671614,1456.896144146472
114,1605.1400521580406,1490.658394977469,1557.714039685004,1498.756365199367,1497.7594747598491,1470.6314323779336,1516.2270762459996,1509.0333306446448,1530.2770555411737,1487.5666857576136,1423.002876055547,1509.2090099792447,1402.7084354951887,1480.0780182584233,1576.830166212048,1505.1553116086932,1438.5665486575285,1571.1964902509526,1533.1928664671464,1581.719118981417,1495.937035572848,1428.1062149127881,1485.2490087153385,1511.507324081189,1464.0442915353588,1497.2274319153246,1458.1892857081737,1582.79393364186,1454.1083847946013,1534.3051957727178,1460.983456074536,1442.1256879619802
115,1602.0999614318778,1483.1716070838074,1554.9640569328349,1497.8837356628762,1495.7541232743824,1480.4213829510702,1527.0108463244133,1507.3556612702673,1528.8974420059449,1496.062533109537,1437.7285186353656,1502.2787570992075,1406.809355057485,1484.9773237265308,1581.9406511222717,1494.4576792527077,1446.6772373951037,1578.7319563762803,1529.4225618107605,1592.852709184011,1492.261235389611,1417.3189536865755,1475.7610929944553,1497.487957862697,1465.859569927279,1504.3721867972504,1466.4268607040801,1575.3318010755718,1444.1019281863794,1536.004465394407,1448.4722007032492,1447.1036475717092
116,1604.8231252385585,1490.1641409991462,1558.222617259733,1499.8921435344835,1514.718163018733,1476.1439513365299,1520.7967597569414,1514.1279506897154,1526.1728307581175,1488.3010617280756,1421.1207795819575,1527.9415334458859,1404.6147192045519,1480.8038438380513,1568.6775312692307,1498.2397805881305,1438.3233948704756,1561.2405614074833,1537.0942224117755,1579.4073345432835,1487.0330604121464,1426.4085371160074,1476.1059976209012,1521.3855502503388,1457.2902379775292,1507.4744457691083,1455.3028533376919,1577.5325897808752,1456.9542368528844,1530.5520569691826,1446.8155203230315,1446.3184681094435
117,1604.2467247460233,1470.2447543136022,1556.2266806084829,1502.399392420184,1502.2760139100105,1469.8457071414,1528.6761759185285,1504.5773578561075,1538.3523492952954,1482.80837698014,1432.0258630675276,1517.3044007258632,1381.428311377912,1496.0793046063175,1578.5258069096317,1494.2444826711533,1446.7459546160474,1583.7819895257808,1536.540931049562,1589.6286126283294,1490.6639511046558,1420.5176047074501,1484.5229056126502,1500.1687793667966,1469.580959022005,1496.826873007493,1459.3357375988887,1577.1035718372107,1455.7889337777399,1538.2202077306706,1432.735755457206,1458.575530409334
118,1608.1951962945122,1479.004308280414,1552.3553966303248,1496.5935434281132,1497.4790813799827,1469.1881949943088,1507.5107546278673,1501.501583638366,1529.5459353560827,1478.1130573356052,1438.9308087403335,1521.1297388856024,1399.9679636122398,1481.3694209325536,1581.1644536185981,1491.6052255379275,1449.761169115993,1573.933756223392,1530.7660408468666,1574.814942370362,1493.438126114036,1426.6487575989374,1477.9675509985127,1528.7372264322964,1453.0641673316231,1503.1060223713998,1472.59190851707,1590.7501141660857,1458.2378233270176,1546.314150567733,1438.6355511569693,1447.5780295688735
119,1603.2137199744789,1473.4484255262923,1558.2429193781866,1493.3018544130364,1504.6803355030902,1476.721016808205,1517.6136286455162,1507.7046967762928,1528.4837971087934,1496.0328644059693,1443.596786448852,1516.0519685974248,1398.5946067598131,1483.3668057561297,1582.2005090337784,1498.3510951192,1451.1333251369892,1579.973874038295,1536.0154872764545,1581.549712267794,1492.6055136229406,1440.7930210630934,1469.1148382648469,1514.0353106480625,1462.5547362596276,1493.8133523003748,1447.9783388294088,1582.2428334016881,1449.755169030685,1531.0603303258235,1432.140055766351,1453.629071512506
120,1613.2837993221542,1485.8130204449274,1577.3890898066563,1489.1083909881786,1505.227116444274,1468.6670257202768,1507.3305059053764,1507.5533219410142,1526.110752127561,1482.3676506068034,1425.690998623905,1510.932547611411,1401.9434688017682,1497.0890187384998,1588.731086727939,1505.109179013476,1441.231614194028,1562.3977718073797,1542.7304075891966,1579.6593874871398,1484.8660582192272,1438.0097906970527,1462.9030966527432,1506.677566685382,1456.103662101451,1502.8679754589878,1457.7516968537443,1575.5678395599593,1450.0565199475118,1555.8958436733396,1449.7605516914357,1441.1732445571993
121,1616.7946462298128,1491.5106415764676,1557.194334853388,1496.6088363040385,1501.7231305352643,1484.1801403764573,1515.1657862206278,1509.1393645644368,1529.5105985615858,1481.78819507547,1445.4849444413614,1508.347840442585,1398.1343374251496,1470.6796236647838,1575.1956197514721,1505.5027219326944,1464.8944637548805,1576.2083347180212,1524.7888866166124,1584.527538287604,1491.6291881940579,1426.5911462416116,1480.8030194376097,1516.7740047346051,1458.1744442496201,1501.4586835832274,1462.8681088634196,1579.8621670125374,1450.8392680557095,1530.7146778910803,1427.3280015185694,1435.5773048852386
122,1607.591165142884,1480.815032552111,1555.613803276233,1498.7533686470088,1507.7062833029493,1470.7493066994566,1517.8140766224901,1507.025316641316,1543.094549066557,1494.24040895574,1438.3774692381623,1525.1405570957036,1385.755532522491,1480.7955352675635,1581.7377798958576,1499.6917196592858,1441.0656786146853,1585.1421858300746,1530.0537072837503,1572.5787187818823,1489.591733556982,1430.362008785558,1468.3844162158728,1509.3222314385944,1456.5275799336157,1499.4373131611128,1455.748525613056,1575.1085716577657,1448.1094295512398,1545.838118217547,1442.5001057765544,1455.3277709959
123,1593.7162798370086,1478.1382773037876,1568.4560040446572,1493.2673097484428,1502.7918314986096,1457.8962473499248,1505.1869312581757,1516.8018965567214,1530.1048196660367,1475.838916190569,1428.795552926532,1522.0246183657646,1392.3156410474555,1477.1022294732102,1575.6291032299716,1507.3345031551257,1455.7738244548236,1566.8052705962793,1546.4006355866486,1589.4941175546214,1494.7573295931986,1434.6890217855369,1475.675822535179,1506.1617706847373,1460.5373803614327,1513.866486106037,1458.350417634111,1583.0408219247067,1453.9360479249185,1542.9572327281676,1448.848489729732,1443.3051691478768
124,1613.1993851796815,1481.2189629244026,1551.3436957146905,1500.1089582467885,1507.881287950692,1467.5004755065117,1512.3084504427522,1504.1855025821876,1525.5736771310833,1481.967273091136,1427.0741168476718,1505.8136579456545,1386.9068389574247,1479.1042607276606,1571.9728165295896,1510.0128306562292,1445.0643029120756,1572.1930623589724,1531.030744661096,1582.663632147231,1495.6903175150887,1429.1881143995377,1480.5488442194537,1525.4781889935387,1469.857904825293,1508.539308249735,1453.4722599600634,1584.344674243581,1454.4798078465358,1543.4448873951817,1455.8181693722488,1442.0135904662106
125,1594.7552794025842,1475.267948091778,1568.6811680475364,1488.7726867896197,1496.7949055578447,1479.069846734325,1514.4506538921826,1512.4714671163606,1521.1942989117142,1491.3507048089562,1430.6052761355108,1518.0413646218271,1398.2780443631684,1479.4175518814836,1578.0121411038156,1509.4134562097113,1457.934849997398,1576.4470153769519,1540.1360374167946,1588.9749798392543,1486.301942639639,1426.699438124376,1481.49952005567,1505.1115544889565,1462.4075423607665,1504.3345959041135,1468.876391617666,1578.6639373674627,1451.5100985248823,1531.185582514061,1447.1799994139244,1436.159720689665
126,1606.721185104579,1481.268828020812,1554.4615213704137,1495.8817427739439,1506.0057421422066,1464.7061253534487,1523.297697577008,1512.8066585862066,1522.9517213061438,1473.1387848665777,1447.7267101142816,1517.2078413202908,1406.301424582673,1480.562015592305,1582.1709215775577,1502.4812506024516,1445.761190527096,1574.3779883617503,1537.510798306983,1582.7752619726568,1482.2858266532257,1432.141030580223,1466.8478574072396,1509.713110922945,1462.2945839054025,1503.2169572562236,1464.9300676595212,1581.121895618354,1452.447518661135,1534.4793553915151,1439.889216678454,1452.5171692063755
127,1605.44539412041,1488.4776624321564,1557.535151884661,1486.035845967204,1502.5058829723955,1472.8139779233506,1518.7367197588483,1510.1172463412772,1535.1385240044385,1481.2461974886512,1438.8433427853656,1511.6968525755024,1389.116000173448,1480.160012604263,1584.7526981564686,1489.7304725232407,1447.6300636689668,1587.4164029474948,1534.4008916889884,1576.977885103983,1494.920073378174,1426.1571801542962,1483.6645182517045,1495.5977936894274,1465.2997050835434,1510.0284026863835,1462.2232546332339,1575.9319899256266,1460.902500938522,1537.533552161699,1443.4051721486437,1445.5586318276316
128,1601.3919868427045,1475.1912197918389,1572.9586903630382,1505.181352974146,1502.304689861222,1474.0449891663122,1511.8779821511218,1503.500881156895,1532.8900773780467,1497.3512611298597,1440.3185203594621,1522.5339317044493,1394.6299618651194,1479.8280185772344,1568.8426309653498,1502.9555599223556,1447.5119356280952,1571.1630971510901,1538.3822647095587,1582.0979051110558,1484.845471304643,1426.3505016501003,1476.4609266716284,1511.4335314675784,1467.366292224869,1495.054381444353,1452.0401533219192,1578.026956640559,1448.48690161908,1537.331961404995,1446.022177647035,1451.6237877942838
129,1610.3314770354973,1472.932271183338,1549.7365486632712,1491.5775386132048,1497.878156125279,1480.9062633803287,1524.9543093570694,1503.9825926871179,1538.1828160920768,1483.914463046918,1416.0916496163877,1521.9187701819442,1404.5358204732136,1487.658104329844,1573.1141305521403,1494.1576855914739,1462.928258329802,1565.5740177377997,1524.6577713997121,1582.2212861286591,1491.826582470547,1422.4410805742698,1471.601167574039,1527.4697130489724,1465.093007895879,1494.2721633541328,1463.1980535790976,1582.5478718118975,1463.5399497503595,1545.4840712988257,1439.9513216981159,1445.3210864187865
130,1607.599196272571,1488.8391861732846,1559.5317678315923,1495.8188983269085,1507.8922303518098,1476.8884895164463,1520.0360079395564,1514.968920314941,1524.964039034879,1487.0688762064472,1439.1503832853261,1519.3178693190207,1400.5509170518642,1472.9976799735941,1589.4146688705168,1506.6517634774207,1434.5617862515717,1576.1770395518258,1544.2185107897906,1584.257965200543,1490.9851465470306,1425.8155195179365,1480.206050093302,1507.1432342272515,1460.4511808997586,1492.4637628083221,1452.9796829185289,1568.4865590261686,1435.6010924505856,1538.1975110241417,1456.1081384282206,1440.6559263188435
131,1607.2479586344248,1480.826717488741,1559.646603925531,1501.8315968732693,1504.4296299617154,1460.619171873323,1509.8653637807054,1506.2241218831623,1534.4482316406525,1493.71097978077,1439.3908915847524,1518.3576422122867,1401.4019421275482,1490.9106585770128,1562.613863076082,1506.2529868942124,1445.1755721464365,1568.6120958237618,1540.8216331741319,1589.29138739641,1488.4694222009946,1420.4462895525432,1471.81833094389,1519.1801828899643,1464.3131303852279,1496.0293629180535,1470.97721460624,1572.2622433207805,1444.6650543357387,1537.234790111756,1443.8887858482553,1449.0361440316267
132,1604.7745436978482,1478.1403570870175,1554.2735555598777,1495.9962053160468,1506.3958919777874,1486.022253700054,1515.7553378333512,1507.063384809895,1521.1243582895834,1486.0116314838951,1440.0023450891217,1516.6408379179886,1398.6012303713233,1472.9920055209373,1588.5119099654862,1497.895293504824,1442.2519131482559,1572.1230307625046,1534.0123717159256,1587.3957095904727,1495.7532012763356,1425.4699989468888,1472.814017377216,1508.1166383255127,1455.2040828321617,1492.28427882565,1459.2086422597554,1585.0935572528333,1453.9522816500557,1549.1746697152012,1449.15901075329,1447.785453442903
133,1605.0453066882037,1485.9540868699582,1555.6574626392685,1502.1569502361817,1511.9561827712814,1452.5112317332691,1526.7972392903648,1510.552935572651,1532.4574550216164,1478.768561165915,1437.6056771603262,1513.565645286143,1418.8986966666275,1478.475370065161,1580.2776447651086,1487.527015683473,1441.523006379087,1570.8923442502921,1527.6922340129047,1594.6278914415384,1488.2273794110001,1421.397812117784,1477.3586973236297,1524.8239112437102,1461.1000280488165,1506.3447296495165,1452.7908432330096,1576.6265324040044,1444.4445176076265,1540.196682876548,1442.8705294897045,1450.875398895278
134,1606.1075364824483,1482.6865018840817,1573.65232830175,1484.5090883615728,1521.2917096733177,1475.1086681506338,1506.9582328603992,1498.7911191535131,1520.8658499661826,1474.0535881370897,1423.2764629817907,1510.8015138024084,1391.3364517960692,1480.4792957039483,1575.044006937272,1512.4890562957362,1450.7745696280365,1579.490964504191,1544.8548983354076,1581.87272865389,1491.802300277943,1421.2144289338125,1470.158806667201,1508.5490418836198,1462.6648952665907,1504.4490892202375,1460.6109493247766,1577.1230342306671,1459.9005430359039,1554.615859412083,1444.1577330365858,1450.3087471008403
135,1592.8616148703907,1470.6724889059585,1564.53081943091,1485.191165797398,1517.232439125201,1468.7466643268226,1511.9507475962698,1511.8446320708097,1516.060472012831,1476.1309997776464,1437.7693475358237,1515.814838169069,1406.7514333279569,1475.0903173748475,1573.405926950519,1492.9890189348237,1451.4962195547769,1585.8204011484447,1535.4360518406788,1584.0050823060994,1490.0551595931645,1440.9435700955157,1462.7032760410718,1529.9673043804787,1458.1539969344299,1507.4432010368935,1462.7439473501747,1577.8875571526064,1465.6694765324507,1537.2505359799095,1436.396276184369,1456.9850176616583
136,1612.4155593594446,1489.5848597066408,1556.3129093710907,1494.4331145222038,1514.4373737683954,1478.9630425270714,1505.9671368992015,1501.9540686204189,1528.8438165814455,1495.7056858137937,1440.785355751137,1511.5806210291223,1397.9505957229876,1481.7679838946863,1574.9819433870243,1495.681130962631,1433.9559215361153,1565.0058999279115,1540.086587845712,1586.0071803528742,1485.3613852962162,1423.6336531844147,1484.7714409468533,1523.3940981864703,1468.359485318581,1495.1342692290634,1453.6609756272896,1584.0239284243276,1453.5052499445399,1531.0484280662872,1452.3176282026866,1438.3686699933621
137,1613.7964023913653,1474.330244898087,1567.5234889014944,1485.4328221770963,1508.6991142255547,1461.5308381874827,1514.0993158806646,1499.2986421014234,1527.094081335239,1492.7655027047037,1439.2341887095404,1522.660392610291,1390.435235445995,1485.4582658394381,1575.4146271580028,1502.4813091341193,1454.926451155612,1566.0586683122087,1533.5897923390196,1576.6032232565524,1490.3235970698818,1433.4547895414637,1465.3456769725626,1523.1145606121204,1465.4487103480144,1506.8584236829831,1450.0310492904375,1591.586924109854,1455.1015675419158,1552.88796107897,1429.2156404265497,1445.1984925613567
